name,address,email,image,description,amenities,star,types,phone,price,rating,review_Count,url,timestamp
"Marriott Mena House, Cairo",,,"https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/ff/01/29/marriott-mena-house-cairo.jpg?w=700&h=-1&s=1, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/70/18/05/moghul-room-serving-indian.jpg?w=700&h=-1&s=1, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/15/d8/ae/enjoy-your-meal-in-fresh.jpg?w=700&h=-1&s=1","Marriott Mena House, Cairo comprises 331 luxury rooms and suites, many boasting views of the Pyramids, the lavish gardens or the swimming pool, four restaurants and lounges, expansive indoor and outdoor meetings and banquet facilities, a heated swimming pool and a health club. Discover our unparalleled and unique hotel in Cairo, Egypt.",[],,,,[],4.5,,https://www.tripadvisor.com/Hotel_Review-g294202-d302723-Reviews-Marriott_Mena_House_Cairo-Giza_Giza_Governorate.html,2024-04-30T07:29:35Z
Desert Rose Resort,,,"https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/5d/57/9c/desert-rose-resort.jpg?w=700&h=-1&s=1, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/f9/90/db/wind-surfing.jpg?w=700&h=-1&s=1, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/fa/26/c5/desert-rose-resort.jpg?w=700&h=-1&s=1","Just a fifteen-minute drive from Hurghada Airport and 16 km from Hurghada city center, Desert Rose’s 1km pristine beach and its idyllic 40,000 square meter natural lagoon with golden sands is a choice location for enjoying a unique stretch of private beachfront, providing a wonderful environment for fun-packed activities or simply relishing the stunning year-round unbeatable Red Sea climate.",[],,,,[],4.5,,https://www.tripadvisor.com/Hotel_Review-g297549-d582755-Reviews-Desert_Rose_Resort-Hurghada_Red_Sea_and_Sinai.html,2024-04-30T07:29:45Z
Charmillion Gardens Aqua Park,,,"https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/5a/f6/b9/charmillion-gardens-aqua.jpg?w=700&h=-1&s=1, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/8f/78/ec/charmillion-gardens-aqua.jpg?w=700&h=-1&s=1, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/6b/43/14/charmillion-gardens-aqua.jpg?w=700&h=-1&s=1",,[],,,,[],4.5,,https://www.tripadvisor.com/Hotel_Review-g303855-d1198348-Reviews-Charmillion_Gardens_Aqua_Park-Nabq_Bay_Sharm_El_Sheikh_South_Sinai_Red_Sea_and_Sinai.html,2024-04-30T07:29:55Z
Jaz Sharm Dreams,,,"https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/58/9a/85/sharm-dreams-resort.jpg?w=700&h=-1&s=1, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/1e/a8/89/overview.jpg?w=700&h=-1&s=1, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/58/97/44/main-entrance.jpg?w=700&h=-1&s=1","Sharm Dreams Resort is an excellent choice for travelers visiting Sharm El Sheikh, offering a family-friendly environment alongside many helpful amenities designed to enhance your stay. You’ll enjoy relaxing rooms that offer a flat screen TV, a refrigerator, and a minibar, and you can stay connected during your stay as Sharm Dreams Hotel offers guests paid internet access. The resort features a concierge and room service. Plus, Sharm Dreams Hotel offers a pool and free breakfast, providing a pleasant respite from your busy day. For guests with a vehicle, free parking is available. For those interested in checking out popular landmarks while visiting Sharm El Sheikh, Dreams is located a short distance from Ghibli Raceway (1.2 mi) and Hollywood Sharm El Sheikh (1.3 mi). When you’re feeling hungry, be sure to check out Palm Lounge Cafe, Pharaoh Cafe, and Time Out Cafe Sharm, which are some cafes that are popular with locals and out-of-towers alike.",[],,,,[],4.0,,https://www.tripadvisor.com/Hotel_Review-g297555-d305091-Reviews-Jaz_Sharm_Dreams-Sharm_El_Sheikh_South_Sinai_Red_Sea_and_Sinai.html,2024-04-30T07:30:02Z
Moevenpick Resort El Quseir,,,"https://dynamic-media-cdn.tripadvisor.com/media/photo-o/25/40/2e/c9/moevenpick-resort-el.jpg?w=700&h=-1&s=1, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/86/d8/9e/lobbz.jpg?w=700&h=-1&s=1, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/86/d8/8a/seagull-s-terrace.jpg?w=700&h=-1&s=1","Red Sea wonders and plentiful marine life. Seemingly part of the natural environment between sandy mountains and deepest blue seas is the Mövenpick Resort El Quseir. Built in traditional Nubian style, this relaxed resort instantly makes you feel at peace. 250 rooms are set in clusters of stone-clad bungalows with high domed ceilings in atmospheric style. A beautiful private sandy beach and stunning coral reef tempt guests to explore the bays pristine underwater. The myriad of marine life inhabiting the resort's own house reef, amaze divers and snorkelers alike.",[],,,,[],4.5,,https://www.tripadvisor.com/Hotel_Review-g488096-d301752-Reviews-Moevenpick_Resort_El_Quseir-El_Quseir_Marsa_Alam_Red_Sea_and_Sinai.html,2024-04-30T07:30:20Z
Triumph Plaza Hotel,,,"https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/69/8d/92/triumph-plaza-hotel.jpg?w=700&h=-1&s=1, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/fb/6c/e4/triumph-plaza-hotel.jpg?w=700&h=-1&s=1, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/d7/64/26/triumph-plaza-hotel.jpg?w=700&h=-1&s=1","Triumph Plaza Hotel is a upmarket hotel conveniently situated in Heliopolis area which is the most attractive residential area it is only few minutes away from all Cairo’s hot spots as Salah Salem avenue Cairo’s main road , Cairo international airport , Cairo international conference centre and biggest shopping areas in Cairo Enjoy delicious fine taste and exquisite cuisines from all around the world we bring to you our Seehraz Restaurant offers sumptuous buffet breakfast, Lunch and Dinner for your choice. In our Lebanese restaurant, you are welcome to choose from our large à-la-carte Menu, or which boasts a wide selection of freshly prepared Lebanese Specialities. The atmosphere in our Restaurant is always lively, yet cosy and authentic. Not only our many international Guests appreciate the atmosphere, also many Locals come in regularly and enjoy their meal. ‘Up to you’ coffee shop is the place where is you can enjoy your drink and home made pastries and bakery In rehana Enjoy the beautiful summer evenings on our Garden Terrace and take in the unique atmosphere! Not only Unwind in our exquisite Executive Lounge when you book any of our rooms & suites.",[],,,,[],5.0,,https://www.tripadvisor.com/Hotel_Review-g294201-d1201610-Reviews-Triumph_Plaza_Hotel-Cairo_Cairo_Governorate.html,2024-04-30T07:30:27Z
Steigenberger Golf Resort,,,"https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/5a/d9/4e/steigenberger-golf-resort.jpg?w=700&h=-1&s=1, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/f9/76/41/landscape.jpg?w=700&h=-1&s=1, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/f5/6f/36/miscellaneous.jpg?w=700&h=-1&s=1","On its own serene peninsula surrounded by tranquil lagoons, the fully renovated, five-star Steigenberger Golf Resort El Gouna brings Nubian flair to the charming Red Sea. Flourishing gardens lead to the secluded lagoon beaches as well as to the vast 18-hole championship golf course, offering guests complete exclusivity. Attracting golfers for its year-round sunshine, the upscale resort also appeals to couples, groups and families with its myriad of facilities.",[],,,,[],5.0,,https://www.tripadvisor.com/Hotel_Review-g297548-d464596-Reviews-Steigenberger_Golf_Resort-El_Gouna_Hurghada_Red_Sea_and_Sinai.html,2024-04-30T07:30:37Z
Novotel Sharm El Sheikh,,,"https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/bd/08/26/exterior-view.jpg?w=700&h=-1&s=1, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/28/b3/b0/beach.jpg?w=700&h=-1&s=1, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/28/b3/ab/swimming-pool-at-novotel.jpg?w=700&h=-1&s=1","The Novotel Sharm El Sheikh is a 5 star hotel located on the picturesque Naama Bay in the Egyptian seaside resort town of Sharm el Sheikh. Enjoy the sun and the sea on the private beach or by the heated swimming pools. Whether with your partner or family, enjoy a unique holiday doing whatever you please. The Kids Club offers different programs of popular sports and a childrens pool. Relax at the bars, dine indoors or out at a choice of 3 restaurants, or enjoy the spa with oriental Hammam and massages.",[],,,,[],4.5,,https://www.tripadvisor.com/Hotel_Review-g297555-d300145-Reviews-Novotel_Sharm_El_Sheikh-Sharm_El_Sheikh_South_Sinai_Red_Sea_and_Sinai.html,2024-04-30T07:30:52Z
Hilton Marsa Alam Nubian Resort,,,"https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/0d/57/7e/exterior.jpg?w=700&h=-1&s=1, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/0a/6d/81/sunset.jpg?w=700&h=-1&s=1, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/0a/6b/d3/hilton-marsa-alam-nubian.jpg?w=700&h=-1&s=1",The Hotel has been opened in July 2011. Offers a unique Nubian Themed experience. Located on the Abu Dabab Bay with 4 swimming pools (2 heated in winter).The Hotel bedrooms are in individual blocks of 12 to 24 rooms on 2 floors. All bedroom blocks are located in large landscaped gardens.,[],,,,[],4.5,,https://www.tripadvisor.com/Hotel_Review-g311425-d2149073-Reviews-Hilton_Marsa_Alam_Nubian_Resort-Marsa_Alam_Red_Sea_and_Sinai.html,2024-04-30T07:31:10Z
Charmillion Club Resort,,,"https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/5a/98/17/charmillion-club-resort.jpg?w=700&h=-1&s=1, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/8f/77/a9/charmillion-club-resort.jpg?w=700&h=-1&s=1, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/ad/35/a7/caption.jpg?w=700&h=-1&s=1","Charmillion Hotels and Resorts offers a bouquet of beautiful four properties; Charmillion Club Resort is the luxurious five star property that was tailored to guarantee an unforgettable vacation. Whether you prefer to let yourself be pampered at the spa, or discover the adventurous yet tranquil destination of Sharm El Sheikh. Charmillion Club Resort is located at the entrance of the Nabq bay, it is just 5 km from the airport and 20 km from Neama Bay, 30 km from Old Market, which gives a great access to the vibrant city of Sharm El Sheikh. We are wholeheartedly committed to providing our guests with the value they deserve. Our innovative Dine-Around concept is tailored to give you an unforgettable culinary experience around Charmillion Sea Life Resort and Charmillion Gardens Aqua Park.",[],,,,[],4.5,,https://www.tripadvisor.com/Hotel_Review-g303855-d658148-Reviews-Charmillion_Club_Resort-Nabq_Bay_Sharm_El_Sheikh_South_Sinai_Red_Sea_and_Sinai.html,2024-04-30T07:31:17Z
SeaGull Beach Resort,,,"https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/24/65/6f/hurghada-seagull-beach.jpg?w=700&h=-1&s=1, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/18/d3/22/hurghada-seagull-beach.jpg?w=700&h=-1&s=1, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/17/f6/2a/hurghada-seagull-beach.jpg?w=700&h=-1&s=1","Our deluxe four star resort is the perfect location for a wonderful holiday under the warm Egyptian sun. Only a few minutes from Hurghada airport and within walking distance to downtown Hurghada. The Sea Gull Hotel is the perfect location, where you can combine great fun and action with days full of wellness, sun and relaxation. Seagull Beach Resort 4 star deluxe situated in the heart of hurghada directly on the blue water of the red sea, 10 km from the airport. May 2015 a comprehensive renovation has been done for the following: Rooms Restaurants Bars Food court at the beach (Chinese,Oriental,Italian & Indian) Fish Restaurant",[],,,,[],4.5,,https://www.tripadvisor.com/Hotel_Review-g297549-d302797-Reviews-SeaGull_Beach_Resort-Hurghada_Red_Sea_and_Sinai.html,2024-04-30T07:31:32Z
SUNRISE Alex Avenue Hotel,,,"https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/3b/40/b3/beach-view.jpg?w=700&h=-1&s=1, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/ab/a7/33/sunrise-alex-avenue-hotel.jpg?w=700&h=-1&s=1, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/ab/a6/20/lobby.jpg?w=700&h=-1&s=1","SUNRISE Alex Avenue Hotel is situated directly in the heart of Alexandria, combining a stellar seafront location, a secluded private beach with business amenities of a five-star hotel. The resort features a variety of restaurants, bars & cafes, a fully equipped gym (16+) and a full-serviced spa & beauty salon (chargeable). Wi-Fi is available throughout the resort. The hotel features a total of 167 rooms, which all enjoy a stunning sea view. The rooms come with a SAT LED TV, a safe box, a minibar, tea & coffee facilities and a terrace or balcony. The resort offers 5 restaurants in addition to the View Cafe with uninterrupted views of the Mediterranean Sea. Besides a private sandy beach, SUNRISE Alex Avenue Hotel features 2 swimming pools, a kid’s pool and a tennis court. With a large variety of conference and meeting rooms, SUNRISE Alex Avenue Resort offers several venues for your event. Additionally, the hotel is prepared to host your meetings, conferences, weddings or any other type of event at the open beach side, poolside or garden spaces. The hotel is located only 3 km from the city centre and the stunning Bibliotheca Alexandria.",[],,,,[],4.5,,https://www.tripadvisor.com/Hotel_Review-g295398-d1200860-Reviews-SUNRISE_Alex_Avenue_Hotel-Alexandria_Alexandria_Governorate.html,2024-04-30T07:31:38Z
SUNRISE Diamond Beach Resort -Grand Select-,,,"https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/34/90/62/pool-outdoor.jpg?w=700&h=-1&s=1, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/86/86/c5/infinity-pool.jpg?w=700&h=-1&s=1, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/86/86/ad/pool-area.jpg?w=700&h=-1&s=1","Highlights: • Luxurious Family Resort with aqua park • Private beach with access to coral reef • Swim-up and jacuzzi rooms • Stunning infinity pool • Adults only sanctuary • 1 buffet and 5 à la carte restaurants (unlimited visits when booking all-inclusive) • Royal club privileges upon booking selected suites Experience ultimate luxury and serenity at SUNRISE Diamond Beach Resort -Grand Select- in Sharm El Sheikh, Egypt. The 5-star resort has been fully revamped and has been designed to offer guests a luxurious vacation beyond expectations. SUNRISE Diamond Beach Resort comprises of 440 vastly spacious Rooms & Suites all of which exhibit a modern, state-of-the-art concept. Upgrade your vacation and enjoy your stay in any of the lavishly designed Swim-Up and Jacuzzi Rooms & Suites. Royal Club Privileges can be enjoyed when booking any of the Resort’s Suites. Every room comes with satellite TV, air conditioning, minibar with soft drinks, tea & coffee making facilities and much more. Free Wi-Fi is available throughout the property. This elegant resort offers a wide variety of culinary delights, including 1 international restaurant and 5 à-la-carte restaurants serving Italian, Egyptian, Indian, and Mongolian Cuisine and delicacies from the sea at Felucca Seafood restaurant (chargeable). With a total of 12 Bars, Cafés and Pubs, scattered through the Resorts’ premises you will enjoy a perfect mix of fun and relaxation. The newest addition is the Latitude Sky Bar promising spectacular views of the Red Sea. With a choice of three large heated outdoor swimming pools, along with a separate breathtaking infinity pool, and an Aqua Park that keeps the whole family splashing, enjoyment is guaranteed for everyone. Additionally, the Resort features a fully equipped gym (16+), and a high-end spa & beauty salon (chargeable). SUNRISE Diamond Beach Resort offers a private beach with access to a jetty, giving you direct access to the beautiful clear waters in which you can discover the wonders of the Red Sea’s coral reef. Located 15 km (10 min) to Sharm El Sheikh Centre and 25km (20 min) to Sharm El Sheikh International Airport, the resort features a distinctive location. Our all-inclusive concept includes: Breakfast, lunch and dinner in buffet or à-la-carte restaurants (unlimited reservations), snacks from 12:00-17:00, 23:00-01:00, local alcoholic beverages from 10:00-00:00, water and hot beverages 24/7, minibar with water & soft drinks, free entertainment and sports activities, and much more. Some activities/ services such as diving, spa treatments are extra charge. Please get back to the hotel’s AI Formula for detailed information.",[],,,,[],5.0,,https://www.tripadvisor.com/Hotel_Review-g297555-d781483-Reviews-SUNRISE_Diamond_Beach_Resort_Grand_Select-Sharm_El_Sheikh_South_Sinai_Red_Sea_and_Sinai.html,2024-04-30T07:31:45Z
Titanic Beach Spa & Aqua Park,,,"https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/be/57/4d/pool-outdoor.jpg?w=700&h=-1&s=1, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/21/4c/c4/titanic-beach-spa-aqua.jpg?w=700&h=-1&s=1, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/2e/d7/e8/titanic-beach-spa-aqua.jpg?w=700&h=-1&s=1","Titanic Beach Spa & Aqua Park is located on the amazing sandy shores of the red sea, offering it guests a wide variety of fabulous activities making it a dream come true vacation. The resort will have the biggest Aqua Park in Hurghada, with its numerous water slides, wave pool, rafting river, an endless adventure of pleasure.",[],,,,[],4.0,,https://www.tripadvisor.com/Hotel_Review-g297549-d583951-Reviews-Titanic_Beach_Spa_Aqua_Park-Hurghada_Red_Sea_and_Sinai.html,2024-04-30T07:31:51Z
Caves Beach Resort Hurghada,,,"https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/dc/9e/7f/caves-beach-resort-hurghada.jpg?w=700&h=-1&s=1, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/a6/3c/7e/a-japanese-teppanyaki.jpg?w=700&h=-1&s=1, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/a6/3c/7a/caption.jpg?w=700&h=-1&s=1",The hotel exterior design is in a unique and wonderful Stone-Rock - Mountain style same the landscape and pool areas with integrated lights and plants around the pool and in all public areas. All the rooms are also fully cave-style in a high quality finish and made in wood and rock.,[],,,,[],4.5,,https://www.tripadvisor.com/Hotel_Review-g297549-d8544475-Reviews-Caves_Beach_Resort_Hurghada-Hurghada_Red_Sea_and_Sinai.html,2024-04-30T07:32:08Z
Pickalbatros Laguna Vista Hotel,,,"https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/fe/08/3b/laguna-vista-beach-resort.jpg?w=700&h=-1&s=1, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/fc/3b/cf/laguna-vista-beach-resort.jpg?w=700&h=-1&s=1, https://dynamic-media-cdn.tripadvisor.com/media/photo-s/03/1a/c9/88/laguna-vista-beach-resort.jpg?w=600&h=-1&s=1","See why so many travelers make Laguna Vista Beach Resort their hotel of choice when visiting Nabq Bay. Providing an ideal mix of value, comfort and convenience, it offers a romantic setting with an array of amenities designed for travelers like you.",[],,,,[],4.0,,https://www.tripadvisor.com/Hotel_Review-g303855-d316502-Reviews-Pickalbatros_Laguna_Vista_Hotel-Nabq_Bay_Sharm_El_Sheikh_South_Sinai_Red_Sea_and_Sinai.html,2024-04-30T07:32:15Z
Serenity Fun City,,,"https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/3c/18/04/exterior.jpg?w=700&h=-1&s=1, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/3c/18/11/miscellaneous.jpg?w=700&h=-1&s=1, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/3c/18/07/miscellaneous.jpg?w=700&h=-1&s=1","The Serenity Fun City is a 8-minute walk from the beach and located on the west bank of the Red Sea in the area of Makadi Bay. One of the most striking features is the Theme Park, a unique amusement park in the Red Sea Region, including the Aqua Park with a variety of water slides and pools for all age ranges, Luna park with various games, kids club, children's playgrounds, video games room and 6D cinema.. This Resort offers a main buffet restaurant and 5 a la carte restaurants - Italian, Asian, Oriental, Sea food menu, food court and 4 large bars either in the lobby or at the swimming pools with an aqua park view",[],,,,[],4.5,,https://www.tripadvisor.com/Hotel_Review-g297550-d3248172-Reviews-Serenity_Fun_City-Makadi_Bay_Hurghada_Red_Sea_and_Sinai.html,2024-04-30T07:32:22Z
Jaz Aquaviva,,,"https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/98/10/50/exterior.jpg?w=700&h=-1&s=1, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/8b/b6/27/jaz-aquaviva-resort.jpg?w=700&h=-1&s=1, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/5d/48/3a/morning-overview.jpg?w=700&h=-1&s=1","Jaz Aquaviva Resort has 487 guest rooms divided as follows: 436 Family Rooms, 50 Standard Rooms & 1 Suite with pool. Located in the heart of Madinat Makadi, the 5 star Jaz Aquaviva offers Makadi Water World featuring 50 adrenalin-pumping water slides and an 18-hole Championship Golf Course an extra charge. All rooms are equipped with an individually controlled air condition & feature a spacious balcony or terrace. Room features include: In-room safe box, Satellite TV & LCD screen, Minibar, hairdryer, shaver plug & cosmetic mirror, smoke detectors, tea & coffee making facilities",[],,,,[],4.5,,https://www.tripadvisor.com/Hotel_Review-g297550-d7792609-Reviews-Jaz_Aquaviva-Makadi_Bay_Hurghada_Red_Sea_and_Sinai.html,2024-04-30T07:32:46Z
Naama Bay Promenade Beach Resort,,,"https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/51/ac/af/exterior-view.jpg?w=700&h=-1&s=1, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/6d/b8/2b/naama-bay-promenade-resort.jpg?w=700&h=-1&s=1, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/70/62/7d/naama-bay-promenade-resort.jpg?w=700&h=-1&s=1","5-star elegance in a picturesque location at Naama Bay. Inspire peace and comfort in beautifully designed hotel accommodations with luxury amenities, signature comforts, plush bedding, 24-hour room service and inspiring views.",[],,,,[],4.0,,https://www.tripadvisor.com/Hotel_Review-g297555-d19779896-Reviews-Naama_Bay_Promenade_Beach_Resort-Sharm_El_Sheikh_South_Sinai_Red_Sea_and_Sinai.html,2024-04-30T07:33:07Z
Best View Pyramids Hotel,,,"https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/9a/70/43/best-view-pyramids-hotel.jpg?w=700&h=-1&s=1, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/e4/a5/e7/best-view-pyramids-hotel.jpg?w=700&h=-1&s=1, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/fb/b7/30/best-view-pyramids-hotel.jpg?w=700&h=-1&s=1","SUNSET PYRaMids Views an excellent choice for travelers visiting Giza, offering a family-friendly environment alongside many helpful amenities designed to enhance your stay. You’ll enjoy relaxing rooms that offer a flat screen TV, air conditioning, and a refrigerator, and you can stay connected during your stay as SUNSET PYRaMids view Hotel offers guests free wifi. The hotel features a rooftop terrace and room service. Plus, SUNSET PYRaMids View offers free breakfast, providing a pleasant respite from your busy day. For guests with a vehicle, free parking is available. If you like Mediterranean restaurants, SUNSET PYRaMids view is conveniently located near 139 Lounge Bar & Terrace, Felfela, and Restaurant El Dar Darak. If you’re looking for something to do, Pyramids of Giza (0.6 mi), Great Pyramid of Cheops (Khufu) (0.6 mi), and Great Sphinx (0.3 mi) are a nice way to spend some time, and they are all within walking distance of SUNSET PYRaMids view. Enjoy your stay in Giza",[],,,,[],4.5,,https://www.tripadvisor.com/Hotel_Review-g294202-d10794011-Reviews-Best_View_Pyramids_Hotel-Giza_Giza_Governorate.html,2024-04-30T07:33:15Z
Steigenberger Nile Palace,,,"https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/f5/50/65/steigenberger-nile-palace.jpg?w=700&h=-1&s=1, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/fb/c4/cf/steigenberger-nile-palace.jpg?w=700&h=-1&s=1, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/fb/c4/d1/steigenberger-nile-palace.jpg?w=700&h=-1&s=1","The 5-star Steigenberger Nile Palace is situated in the heart of Luxor and provides modern accommodation with stunning views of the Nile. The spacious rooms are air-conditioned and feature satellite TV. Most rooms have a balcony and all are filled with natural light. Nile Palace Luxor Hotel is conveniently located within a short walk of Luxor's large shopping district. Guests can make use of the fitness center, sauna, and massage. Luxor Temple is 1 km away. Nile Palace Luxor offers a wide choice of restaurants, serving Lebanese, Italian, Fine Dining and international cuisine. Guests can make use of the fitness center and sauna. The hotel also offers a 24-hour front desk and the in house Travel Desk can help organize local tours. The East Bank is a great choice for travelers interested in temples, museums and history.",[],,,,[],4.5,,https://www.tripadvisor.com/Hotel_Review-g294205-d302600-Reviews-Steigenberger_Nile_Palace-Luxor_Nile_River_Valley.html,2024-04-30T07:33:22Z
Uma Suites Parada del Marqués,,,"https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/31/e0/c1/hotel-la-parada-del-marques.jpg?w=700&h=-1&s=1, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/27/e2/e2/fachada-principal.jpg?w=700&h=-1&s=1, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/47/d4/00/habitacion-estandar.jpg?w=700&h=-1&s=1","Welcome to Hotel Uma Suites Parada del Marqués, your Seville “home away from home.” Uma Suites Parada del Marqués hotel aims to make your visit as relaxing and enjoyable as possible, which is why so many guests continue to come back year after year. For those interested in checking out popular landmarks while visiting Seville, Uma Suites Parada del Marqués is located a short distance from Triana (0.3 mi) and Torre Giralda (0.6 mi). As your “home away from home,” the hotel rooms offer a flat screen TV, a minibar, and air conditioning, and getting online is easy, with free wifi available. Guests have access to a concierge while staying at Uma Suites Parada del Marqués. In addition, the hotel offers breakfast, which will help make your Seville trip additionally gratifying. While in Seville be sure to experience local dumplings favorites at Perro Viejo Tapas, Ovejas Negras, or La Bartola. Best of all, Hotel Uma Suites Parada del Marqués makes it easy to experience many great Seville attractions like Seville Cathedral, Plaza Nueva, and Glorieta de Becquer, which are some popular monuments and statues. Hotel La Parada del Marques puts the best of Seville at your fingertips, making your stay both relaxing and enjoyable.",[],,,,[],5.0,,https://www.tripadvisor.com/Hotel_Review-g187443-d13547346-Reviews-Uma_Suites_Parada_del_Marques-Seville_Province_of_Seville_Andalucia.html,2024-04-30T07:41:57Z
"Hotel Las Arenas, Affiliated By Meliá",,,"https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/7b/e4/f9/las-arenas-hotel.jpg?w=700&h=-1&s=1, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/7b/f2/73/azotea.jpg?w=700&h=-1&s=1, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/7b/f1/7d/azotea.jpg?w=700&h=-1&s=1","Hotel Las Arenas, Affiliated by Meliá is situated in front of Benalmadena’s Bil Bil castle and 25 metres from the sandy’s Santa Ana Beach, a short walk to the night life of Puerto Marina and at 8 Km from the airport. Modern hotel with 160 rooms, 3 lifts, swimming pool, restaurant with buffet service, two lounge areas, bar salon, pool bar, and a new Sky Bar on the roof top area, parking (15€ per day) and Wi-Fi free. Comfy standard rooms with side sea views, 2 or 3 beds, satellite TV, telephone, minibar, air conditioning, safety deposit box. Premium Rooms with front sea view are available. Outside there are a Pool bar, Outdoor Jacuzzi, Solarium, sunbeds and parasols. Fantastic roof terrace situated on 7th floor with stunning sea views and very relaxing, with two levels: a fabulous sun deck with sunbeds, parasols and chairs, and a smart, modern furnishing chill- out bar. Live music and shows nightly. Activities: Golf course 2km away under separate. Pets not allowed.",[],,,,[],4.5,,https://www.tripadvisor.com/Hotel_Review-g562812-d601969-Reviews-Hotel_Las_Arenas_Affiliated_By_Melia-Benalmadena_Costa_del_Sol_Province_of_Malaga_Andal.html,2024-04-30T07:42:27Z
